0.000000,98.000000,2.000000,0.000000
0.010000,97.804000,0.980721,0.010000
0.020000,97.590200,3.010881,0.020930
0.030000,97.357070,2.184724,0.032874
0.040000,97.102963,2.933749,0.045925
0.050000,96.826111,4.340549,0.060180
0.060000,96.524623,4.826809,0.075749
0.070000,96.196475,2.263073,0.092747
0.080000,95.839512,5.006044,0.111301
0.090000,95.451439,3.393582,0.131547
0.100000,95.029829,5.915239,0.153632
0.110000,94.572114,4.971142,0.177714
0.120000,94.075594,4.116050,0.203965
0.130000,93.537440,3.724594,0.232568
0.140000,92.954703,5.895590,0.263717
0.150000,92.324323,7.256805,0.297625
0.160000,91.643150,8.305549,0.334516
0.170000,90.907958,7.392062,0.374627
0.180000,90.115475,9.176114,0.418214
0.190000,89.262414,9.851791,0.465546
0.200000,88.345507,10.792664,0.516906
0.210000,87.361551,10.546158,0.572594
0.220000,86.307460,12.651560,0.632923
0.230000,85.180317,13.777296,0.698221
0.240000,83.977447,15.038412,0.768829
0.250000,82.696478,16.417773,0.845097
0.260000,81.335424,17.508344,0.927389
0.270000,79.892762,17.860004,1.016075
0.280000,78.367517,21.553876,1.111531
0.290000,76.759341,22.919797,1.214136
0.300000,75.068599,25.189323,1.324269
0.310000,73.296445,27.776600,1.442304
0.320000,71.444885,27.463271,1.568611
0.330000,69.516837,29.015100,1.703543
0.340000,67.516169,31.358326,1.847441
0.350000,65.447718,33.060743,2.000623
0.360000,63.317286,34.225992,2.163381
0.370000,61.131615,34.878382,2.335978
0.380000,58.898330,38.127943,2.518640
0.390000,56.625854,41.403000,2.711555
0.400000,54.323300,42.725195,2.914868
0.410000,52.000336,45.159458,3.128677
0.420000,49.667030,46.510627,3.353032
0.430000,47.333676,49.357605,3.587932
0.440000,45.010615,50.115077,3.833324
0.450000,42.708050,52.851426,4.089104
0.460000,40.435860,54.538589,4.355118
0.470000,38.203436,57.661880,4.631164
0.480000,36.019521,57.486668,4.916991
0.490000,33.892082,60.235534,5.212308
0.500000,31.828203,60.943810,5.516786
0.510000,29.834007,64.345151,5.830061
0.520000,27.914608,66.112267,6.151741
0.530000,26.074096,66.769751,6.481409
0.540000,24.315542,68.933297,6.818632
0.550000,22.641032,69.593290,7.162961
0.560000,21.051722,72.288609,7.513941
0.570000,19.547906,73.712273,7.871112
0.580000,18.129100,74.413946,8.234017
0.590000,16.794130,77.325820,8.602202
0.600000,15.541226,77.342168,8.975220
0.610000,14.368119,75.683734,9.352638
0.620000,13.272130,76.832092,9.734034
0.630000,12.250258,78.013279,10.119003
0.640000,11.299261,76.406398,10.507157
0.650000,10.415731,77.742151,10.898125
0.660000,9.596158,78.619598,11.291556
0.670000,8.836984,79.090835,11.687117
0.680000,8.134656,80.217973,12.084496
0.690000,7.485667,78.895823,12.483401
0.700000,6.886582,79.884663,12.883555
0.710000,6.334072,80.713818,13.284705
0.720000,5.824932,81.424365,13.686611
0.730000,5.356092,80.287899,14.089053
0.740000,4.924633,81.096519,14.491827
