0.952118,0.308283
0.028412,0.055626
0.640594,0.874069
0.061554,0.355979
0.183746,-0.690055
0.688843,-1.706523
0.978088,0.194968
0.938477,-0.079360
0.347870,-1.286973
0.423126,0.674947
0.261139,1.095366
0.133484,1.218844
0.124573,-2.014720
0.525574,-0.326550
0.103546,0.851815
0.815491,-1.951893
0.476288,0.368281
0.201111,1.160963
0.113403,2.083010
0.990753,-0.121158
0.392517,1.316446
0.956329,-0.370568
0.845917,-0.071146
0.269623,0.574114
0.714752,-0.001729
0.749664,-0.819534
0.476807,-1.196903
0.470978,0.220709
0.447510,-0.516781
0.683197,-1.158038
0.852814,0.464207
0.096252,0.320843
0.462250,-1.235790
0.516296,-0.126981
0.075226,0.657405
0.203339,2.177691
0.999695,0.005080
0.782959,-0.024179
0.273010,-0.376225
0.712494,-1.566827
0.877686,0.139071
0.793884,-0.491521
0.721527,-0.366715
0.675018,-0.719924
0.810028,-0.218334
0.304596,0.611312
0.963318,-0.266413
0.536041,-0.061383
0.743134,0.524767
0.130768,0.564251
0.087036,1.954166
0.922699,-1.031552
0.616241,-0.982766
0.492065,0.049036
0.820801,0.626970
0.989075,-0.043106
0.452087,-0.838660
0.365906,0.940430
0.596222,0.591956
0.848877,-0.826966
0.183502,-1.243972
0.631958,-1.357789
0.239624,1.177963
0.127289,1.212341
0.122833,-0.498359
0.289124,1.986327
0.446106,0.658430
0.163300,1.086677
0.480164,-1.195100
0.526062,-0.197469
0.693298,0.671615
0.893585,-0.530587
0.836578,0.534319
0.926208,-0.267158
0.750763,0.719197
0.949371,-0.236826
0.978699,-0.175830
0.589111,-0.110213
0.441437,1.278649
0.997223,-0.022313
0.000885,-3.558583
0.448975,1.181655
0.811005,0.398517
0.855560,-0.510047
0.081329,-2.018084
0.571472,-0.972539
0.362091,-1.238317
0.417542,0.705896
0.837921,-0.145605
0.710632,-0.576595
0.508789,0.988660
0.911835,-0.611551
0.670868,0.744069
0.906616,-0.494699
0.908508,-0.428759
0.532867,-0.089824
0.997620,-0.057279
0.405731,0.038543
0.826721,0.606701
0.971008,-0.111756
0.786560,-0.279230
0.683990,-0.634195
0.191345,1.282991
0.874634,-1.288909
0.296112,0.959611
0.855438,-1.230114
0.492706,0.187211
0.775146,-1.175005
0.424744,0.028353
0.246552,1.308333
0.185608,-1.833980
0.505981,-0.068958
0.578918,-0.908834
0.417694,0.516922
0.749451,-0.457676
0.647064,-0.606104
0.464691,-1.059461
